bin_index,lo,hi,D_upper_ball,D_upper_float,proved,nodes,ambiguous_cells,positive_cells,negative_cells,speed_roots,rhs_adjusted,M2
19,-0.7625,-0.75,[2.025618103393226408648610649961694337073554483 +/- 7.61e-46],2.0256181033932266,True,1291,50,215,406,25,23,[191.725960650300835154076488700 +/- 4.93e-28]
20,-0.75,-0.7375,[2.032464279265494848540096457354021910497797544 +/- 3.43e-46],2.0324642792654948,True,1303,50,219,408,25,23,[191.792794876797869665628791906 +/- 2.72e-28]
21,-0.7375,-0.725,[2.038950352666663330573613719229954173572393407 +/- 6.27e-46],2.0389503526666632,True,1331,50,227,414,25,22,[189.634106399310666091142524053 +/- 4.95e-28]
22,-0.725,-0.7124999999999999,[2.045387331291130966643584527705915701234322137 +/- 4.00e-46],2.045387331291131,True,1335,50,231,412,25,22,[184.125936332261389636960858137 +/- 2.76e-28]
23,-0.7124999999999999,-0.7,[2.051977827670198705759587670517944790497350944 +/- 3.69e-46],2.0519778276701985,True,1327,50,233,406,25,22,[180.731606429218948927166716054 +/- 2.56e-28]
24,-0.7,-0.6875,[2.058726767497764088136212751248161830842007483 +/- 5.37e-46],2.058726767497764,True,1331,50,231,410,25,22,[178.647495844863361343369435403 +/- 3.04e-28]
25,-0.6875,-0.675,[2.065640000513886212014029104433837962377835350 +/- 6.83e-46],2.0656400005138864,True,1341,50,227,419,25,22,[176.947809201885359624324522581 +/- 3.88e-28]
26,-0.675,-0.6625,[2.072720517955097531597188921988608012142380263 +/- 4.94e-46],2.0727205179550974,True,1319,50,232,403,25,22,[176.331453785384461833996907464 +/- 8.85e-29]
27,-0.6625,-0.6499999999999999,[2.079973043615276210214170610960312868863442156 +/- 7.06e-46],2.079973043615276,True,1305,50,229,399,25,22,[175.253136295437668670138759611 +/- 3.52e-28]
28,-0.6499999999999999,-0.6375,[2.087401331916444253942591791533600786978682314 +/- 6.01e-46],2.0874013319164444,True,1305,50,224,404,25,21,[175.055667517585241596924910293 +/- 3.01e-28]
29,-0.6375,-0.625,[2.095010398819952228857087881228123322560806584 +/- 4.13e-46],2.0950103988199524,True,1277,50,226,388,25,21,[175.009193689706382164016875236 +/- 9.63e-29]
30,-0.625,-0.6125,[2.102804570810615834983296928607197907905463690 +/- 2.66e-46],2.102804570810616,True,1265,50,226,382,25,21,[174.814713374383789104419820036 +/- 2.76e-28]
31,-0.6125,-0.6,[2.110787926221153522358127541330263429158231178 +/- 6.98e-46],2.1107879262211537,True,1263,50,228,379,25,21,[174.363620401384105192368135337 +/- 4.09e-28]
32,-0.6,-0.5874999999999999,[2.118964646962777081031849826200843715782480320 +/- 5.36e-46],2.118964646962777,True,1263,50,227,380,25,21,[174.506628113032932728632536372 +/- 3.30e-28]
33,-0.5874999999999999,-0.575,[2.127338690933788277262892727009738692251425766 +/- 4.33e-46],2.1273386909337884,True,1245,50,228,370,25,21,[174.970457802669910181253275391 +/- 1.79e-28]
34,-0.575,-0.5625,[2.135914269365385757381295613187181936228983011 +/- 5.47e-46],2.1359142693653856,True,1239,50,229,366,25,21,[175.106203888327558410844181095 +/- 3.22e-28]
35,-0.5625,-0.55,[2.144695616265704364832947874666669428572559401 +/- 6.27e-46],2.1446956162657043,True,1235,50,226,367,25,21,[175.832650669624662721272003449 +/- 2.89e-28]
36,-0.55,-0.5375,[2.153686936187252740611246127099511717137433960 +/- 4.20e-46],2.1536869361872526,True,1213,50,226,356,25,21,[177.189384625041185556516631112 +/- 4.08e-28]
37,-0.5375,-0.5249999999999999,[2.162892888415576102571974655162207429415434020 +/- 3.96e-46],2.162892888415576,True,1217,50,227,357,25,21,[177.488046842182758767974881185 +/- 4.69e-28]
38,-0.5249999999999999,-0.5125,[2.172314596041233256151640915155026135732063239 +/- 4.66e-46],2.1723145960412333,True,1199,50,225,350,25,21,[178.389995308444638116920984017 +/- 4.44e-28]
39,-0.5125,-0.5,[2.181961908080358388942995855781074411889635065 +/- 5.41e-46],2.1819619080803583,True,1193,50,230,342,25,21,[179.775648230883431167545608868 +/- 3.78e-28]
40,-0.5,-0.48749999999999993,[2.191833881275373074479638574684405309249662881 +/- 2.61e-46],2.191833881275373,True,1187,50,229,340,25,21,[180.745933024572191539742678858 +/- 1.84e-28]
41,-0.48749999999999993,-0.475,[2.201936974661424193079821219827319860059137217 +/- 3.12e-46],2.2019369746614244,True,1187,50,230,339,25,21,[182.410989905514532134903295235 +/- 3.34e-28]
42,-0.475,-0.4625,[2.212275328067365319730303875585582120910737028 +/- 4.24e-46],2.2122753280673653,True,1173,50,231,331,25,21,[183.390268741751242705126212933 +/- 3.98e-28]
43,-0.4625,-0.44999999999999996,[2.222851366455156676225234377873420330145297125 +/- 6.21e-46],2.222851366455157,True,1149,50,229,321,25,21,[186.238094817367551011219606623 +/- 4.67e-28]
44,-0.44999999999999996,-0.4375,[2.233667691626332279917082577188909607361660181 +/- 2.95e-46],2.2336676916263323,True,1157,50,243,311,25,21,[188.185439582197966329632255754 +/- 1.56e-28]
45,-0.4375,-0.42499999999999993,[2.244603162458850500229297568613826011547027479 +/- 6.53e-46],2.2446031624588505,True,1085,46,211,309,23,21,[208.849904267849269565435768613 +/- 2.41e-28]
46,-0.42499999999999993,-0.4125,[2.255481813406720905156185490852824527097312947 +/- 3.72e-46],2.2554818134067207,True,1047,42,195,308,21,20,[202.526579567382695521374577560 +/- 9.55e-29]
47,-0.4125,-0.3999999999999999,[2.266547676121884624029142153646532136930049754 +/- 4.48e-46],2.266547676121885,True,1079,42,201,318,21,20,[196.948308110249825349089636987 +/- 4.87e-29]
48,-0.3999999999999999,-0.38749999999999996,[2.277813213206506218228326512736317878807018131 +/- 2.72e-46],2.2778132132065063,True,1142,41,214,337,21,20,[191.082149164958781503382868118 +/- 3.15e-28]
